2.51,4.28,4.22,4.42,4.39,4.94,5.28,5.52,4.84,2.95,4.53,4.42,3.44,3.44,3.02,3.06,2.91,3.17,2.97,2.68,2.68,2.24,2.55,2.21,3.08,4.03,4.37,4.91,5.14,5.44,5.69,5.78,6.63,7.77,8.73,8.6,8.47,8.05,7.31,6.98,7.53,8.01,7.93,8.86,9.33,9.86,9.86,10.8,11.1,11.9,11.7,11.1,10.3,9.47,9,8.55,8.47,8.34,7.89,7.46,6.91,6.67,6.77,6.47,6.77,6.77,7.09,7.61,8.21,8.69,8.91,8.91,8.38,6.94,5.9,5.38,4.81,4.22,4.22,3.73,4.22,3.7,5.3,4.3,3.42,3.21,3.06,3.03,2.68,2.68,2.33,2.54,2.54,2.82,2.44,2.44
2.42,4.28,4.22,4.42,2.55,2.59,2.66,2.71,2.47,2.95,4.53,2.6,2.35,2.6,3.02,3.06,2.91,3.17,2.97,2.68,2.68,2.24,2.55,2.21,2.79,3.53,3.87,4.48,5.17,5.67,5.87,6.08,6.53,7.31,7.31,7.27,7.57,7.85,7.69,7.31,7.65,8.34,8.09,8.95,8.95,9.05,9.52,9.81,10.6,10.3,9.42,9.14,8.77,8.69,8.6,8.51,8.3,7.97,7.85,7.57,8.25,8.38,8.64,8.91,8.95,8.6,8.86,8.21,8.17,8.09,8.3,8.47,8.95,8.55,8.42,8.69,8.6,8.42,7.97,7.57,7.27,6.67,6.6,6.6,4.72,4.22,4.22,2.51,2.52,2.63,3.06,2.9,3.22,3.24,3.57,3.62
3.97,4.2,4.3,4.53,4.81,5.87,5.07,4.6,4.37,4.51,4.39,3.08,2.35,2.6,3.02,3.06,2.91,3.17,2.97,2.68,2.68,2.24,2.55,2.66,2.92,3.53,4.33,4.84,5.12,6.37,6.53,6.94,7.34,7.65,6.53,5.96,5.9,5.81,5.5,5.61,5.55,5.72,5.75,5.72,5.99,5.96,5.87,6.53,6.08,6.37,7.09,7.38,7.34,7.2,6.98,7.12,7.34,7.57,8.05,8.73,9.09,9.18,8.64,8.01,8.42,8.09,7.61,6.91,6.3,5.87,5.69,5.99,6.34,6.77,7.09,7.23,6.7,5.5,4.33,4.22,5.01,4.69,4.58,4.35,3.81,3,2.55,2.51,2.52,2.63,3.06,2.33,2.97,3.02,3.03,3.08
3.06,3.03,3.08,3.24,3.24,3.87,3.75,3.53,3.21,3.08,3,2.39,2.35,2.6,3.02,3.06,2.91,3.17,2.97,2.68,2.68,2.24,2.55,2.64,2.77,3.64,4.3,4.81,5.17,5.69,6.27,7.34,8.3,8.86,9.23,8.51,6.91,6.67,6.98,7.16,7.12,6.8,7.09,7.09,7.01,7.53,7.61,8.21,8.25,8.13,7.97,8.01,8.47,8.77,9.09,9.86,10.2,9.91,9.91,9.47,9.52,9.33,8.77,8.64,8.86,9.33,9.57,8.73,7.97,6.63,6.11,5.41,5.36,5.38,5.84,5.55,5.67,5.9,6.11,6.18,5.3,4.81,3.79,3.32,3.22,3.21,2.6,3.25,2.91,3.14,3.03,3.17,3.24,3.41,3.64,3.7
3.89,4.11,3.85,3.06,2.55,2.26,2.79,2.98,2.41,2.52,2.39,2.47,2.3,2.22,2.34,2.56,3.03,3.17,2.97,2.68,2.68,2.24,2.55,2.33,3.14,4.01,4.53,4.91,4.77,4.84,5.22,5.3,5.5,5.81,5.96,6.08,6.15,6.02,6.21,6.02,5.93,6.21,6.73,7.16,7.97,7.97,8.05,8.34,8.77,8.77,9.14,9.37,9.57,10,10,10.3,9.86,10.1,10.3,9.96,9.71,9.81,10.3,10.8,10.9,10.8,9.52,9.09,9.09,8.64,8.01,7.49,7.09,6.63,6.6,5.99,5.81,5.81,5.9,4.91,4.24,3.97,3.6,3.32,3.22,3.21,2.6,2.44,2.79,3.14,3.22,3.32,3.32,3.71,4.18,4.3
3.83,3.93,3.17,3.17,3.75,4.13,4.3,4.2,4.46,4.51,4.46,4.3,4.35,4.05,3.14,3.19,3.25,3.19,3.22,3.22,3.21,3.21,3.21,2.97,3.11,3.68,4.46,5.3,5.67,6.24,6.47,6.63,7.01,7.77,7.97,8.09,7.97,8.21,8.64,9,8.6,8.55,8.55,8.55,8.55,7.97,8.05,8.34,8.77,8.77,9.14,9.37,9.57,10,10,10.3,8.82,8.73,9.05,8.38,7.81,7.69,7.23,6.3,5.28,5.22,5.07,5.33,5.69,5.84,5.99,6.11,5.84,5.2,4.65,4.42,4.11,3.89,3.77,3.93,4.07,3.81,3.73,3.51,2.78,2.52,2.3,2.17,2.17,2.17,2.84,3.14,3.34,3.42,3.02,3.02
3.83,3.93,3.17,3.17,3.75,3.16,3.46,4.84,4.42,3.71,4.79,3.08,2.97,2.85,3.14,3.19,3.25,3.19,3.22,3.22,3.21,3.21,3.21,2.59,2.9,3.79,4.46,4.79,4.65,4.51,4.79,5.12,5.69,6.15,6.43,6.5,6.67,7.23,7.85,8.34,8.82,9.57,10.4,11.1,11.7,12.1,12.1,12,12,11.9,11.5,11.3,11,10.2,9.52,8.6,7.97,7.73,7.57,7.65,7.53,7.77,8.09,8.38,8.38,7.69,7.61,7.01,7.01,6.02,5.61,4.77,4.33,4.48,4.48,4.48,5.87,6.4,6.63,4.46,3.49,2.6,2.33,3.51,2.78,2.52,2.3,2.17,2.17,2.17,2.79,3.14,3.34,3.42,3.02,3.02
2.63,2.22,2.29,2.44,2.44,2.33,3.46,4.84,4.42,3.71,4.79,3.08,2.97,2.85,3.14,3.19,3.25,3.19,3.22,3.22,3.21,3.21,3.21,2.59,3,3.79,4.22,4.26,4.48,5.04,5.41,5.61,5.72,5.87,6.27,6.67,6.7,6.73,7.31,7.77,8.51,8.51,7.81,7.34,6.57,6.5,6.8,7.05,6.43,6.77,6.84,7.31,7.69,8.01,8.17,7.93,7.42,7.69,7.38,6.98,7.34,7.12,6.21,5.78,5.5,5.17,4.74,4.74,4.84,4.99,4.84,4.86,4.3,4.3,3.19,3.25,3.89,3.37,3.99,3.68,3.97,3.93,3.44,3.44,2.97,2.52,2.3,2.17,2.17,2.17,2.79,3.14,3.34,2.28,3.02,3.02
2.63,2.56,2.85,2.84,2.75,2.97,2.51,4.84,4.42,3.71,4.79,3.08,2.97,2.85,3.14,3.19,3.25,3.19,3.22,3.22,3.21,3.21,3.21,2.59,2.67,3.24,3.73,4.3,4.58,5.04,5.9,6.47,7.2,7.69,8.25,8.73,9.23,9.76,10.2,10.2,10.2,10.2,10.3,10.3,9.81,9.47,9.47,9.76,9.81,9.81,10.1,10.2,10.6,10.8,10.8,10.4,10.1,8.77,8.47,7.77,7.27,6.63,6.67,6.6,6.84,6.91,7.16,7.57,7.97,8.34,8.91,8.6,7.31,5.64,4.55,3.62,3.89,3.37,3.99,3.68,3.97,3.93,3.44,3.44,2.97,2.52,2.3,2.17,2.17,2.17,2.79,3.14,3.34,2.28,2.3,2.52
2.36,2.41,2.97,2.84,2.75,2.97,2.51,4.84,4.42,3.71,4.79,3.08,2.97,2.85,3.14,3.19,3.25,3.19,3.22,3.22,3.21,3.21,3.21,2.59,2.74,3.44,3.93,4.46,5.07,5.47,5.96,6.47,6.91,7.49,8.69,9.14,9.42,9.57,9.09,8.34,8.05,8.01,8.34,7.65,7.81,7.97,8.01,8.09,8.42,8.82,9.33,9.47,9.33,10.1,9.86,9.09,8.47,8.34,8.17,8.42,8.55,8.69,8.51,8.25,7.53,7.53,6.24,6.24,5.93,5.99,6.08,6.08,5.78,5.2,5.04,5.25,5.47,5.41,4.55,4.89,3.75,3.3,2.5,3.44,2.97,2.52,2.3,2.17,2.17,2.17,2.79,3.14,2.67,2.28,2.3,2.52
4.33,3.08,3.75,3.08,2.87,2.97,2.51,4.84,4.42,3.71,4.79,3.08,2.97,2.85,3.14,3.19,3.25,3.19,3.22,3.22,3.21,3.21,3.21,2.82,2.88,3.57,3.85,4.05,4.2,4.67,5.33,5.9,6.43,6.98,7.31,7.34,7.53,7.73,8.6,8.21,7.93,7.23,7.69,7.49,7.42,8.38,9.33,9.62,8.55,9.14,9.33,9.52,9.81,10.3,11,11,10.3,10.1,9.86,9.66,9.47,9.42,9.18,9.18,9.18,9.52,9.81,9.47,9.47,9,8.77,8.51,7.89,7.09,5.22,4.62,4.89,4.79,4.74,4.39,3.89,3.79,3.75,4.13,2.97,2.52,2.3,2.17,2.17,2.17,2.79,3.14,2.63,2.28,2.3,2.52
2.56,3.08,3.75,3.22,2.87,3.08,2.51,4.84,4.42,3.71,4.79,3.08,2.97,2.85,3.14,3.19,3.25,3.19,3.22,3.22,3.21,3.21,3.21,2.82,2.88,4.03,4.35,4.67,5.01,5.09,4.96,4.99,5.09,5.38,5.81,6.11,6.11,6.5,6.53,6.27,6.6,7.12,7.01,7.01,7.2,7.38,8.09,8.82,9.14,9.86,10.8,11.3,11.8,12.1,12.1,11.7,11.1,10.6,10.6,11,11.3,11.1,10.6,10.1,9.52,8.82,8.01,7.23,6.8,6.73,6.91,7.31,7.31,7.31,7.31,5.04,4.89,4.79,4.74,4.39,3.89,3.79,4.58,5.33,2,2.52,2.3,2.17,2.17,2.17,2.79,3.25,3.89,3.89,3.89,3.89
4.33,4.33,4.53,4.3,3.97,4.42,4.53,3.79,3.87,3.58,3.87,3.55,3.27,3.08,3.08,2.97,3.17,3.16,3.57,3.08,3.06,2.44,2.31,2.31,3.17,3.85,4.55,4.67,4.86,4.89,5.07,5.38,5.41,5.5,5.96,6.05,5.99,5.84,6.15,6.57,6.98,7.46,7.53,7.85,8.51,8.38,8.73,7.89,7.97,8.42,7.2,7.57,7.16,7.16,7.34,7.69,8.38,8.73,8.95,8.82,8.95,9.18,9.18,8.55,7.97,7.69,7.27,7.57,8.47,8.25,8.51,8.42,8.47,8.25,7.23,6.53,5.52,5.69,5.67,6.77,6.27,6.24,6.57,5.69,2,2.52,2.3,2.17,2.17,2.17,2.79,3.25,3.89,3.89,3.89,3.89
4.33,4.33,4.53,4.3,3.97,2.98,4.53,3.79,3.87,3.58,3.87,3.55,3.27,3.08,3.08,2.97,3.17,3.16,3.57,3.08,3.06,2.44,2.31,2.47,3.17,3.89,4.69,5.28,5.44,5.55,5.52,5.52,5.5,5.9,6.24,6.53,6.4,5.99,6.11,5.93,5.5,5.3,7.53,7.85,8.51,5.58,5.87,6.3,6.53,6.87,7.05,7.23,7.46,7.81,7.97,7.12,7.01,7.57,6.57,6.5,6.94,6.94,7.93,7.93,7.93,8.38,7.81,7.38,7.01,5.25,4.62,4.62,3.89,4.11,4.65,5.07,5.25,4.91,4.77,6.77,6.27,6.24,6.57,5.69,2,2.52,2.3,2.7,2.7,2.7,3.6,3.19,3.21,3.22,3.22,3.22
3.24,3.34,3.79,3.89,4.15,4.37,4.51,4.3,4.13,4.13,4.11,3.53,3.14,3.08,3.08,2.97,3.17,3.16,3.57,3.08,3.06,2.44,2.31,2.55,2.85,3.79,4.42,5.04,5.81,6.24,6.47,6.6,6.6,6.77,6.53,6.24,6.05,5.96,6.53,6.8,6.84,6.53,6.94,7.23,7.23,7.09,7.2,7.05,7.31,7.85,8.77,9.14,9.28,9.47,10.3,10,10.3,10.8,9.86,9.91,10.1,10.4,10.3,10.1,10.2,10,10.2,10,9.86,9,7.85,6.94,5.81,5.52,5.52,5.55,5.38,5.67,6.3,5.99,6.21,5.36,5.07,3.75,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21,2.95,2.95,2.95
3.49,3.22,3.22,3.97,4.09,4.37,4.51,4.3,4.13,4.13,4.11,3.53,3.14,3.08,3.08,2.97,3.17,3.16,3.57,3.08,3.06,2.44,2.31,2.55,2.85,3.62,4.24,4.62,5.22,5.5,5.33,5.5,5.3,5.61,6.11,6.02,6.27,6.21,5.52,5.5,5.96,6.47,7.01,7.31,7.81,7.42,7.49,7.09,7.57,7.01,7.05,6.53,6.91,6.77,6.8,7.37,6.94,6.91,6.4,6.49,6.02,6.3,7.2,6.94,6.63,6.89,6.24,6.15,6.74,6.7,6.98,7.27,7.16,6.5,6.47,5.93,5.55,5.25,6.47,5.64,5.64,5.64,5.28,3.75,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21,2.95,2.95,2.95
2.2,3.22,2.35,2.56,2.51,2.49,2.64,2.81,4.13,4.13,4.11,3.53,3.14,3.08,3.08,2.97,3.17,3.16,3.57,3.08,3.06,2.44,2.31,2.55,2.87,3.75,4.33,4.46,4.79,5.09,5.2,4.91,5.14,5.75,6.5,6.98,7.21,7.23,6.91,7.01,7.46,7.89,8.09,8.09,8.01,8.3,8.13,8.51,7.89,7.81,7.69,8.09,8.55,7.09,6.43,5.87,5.52,5.81,6.4,6.49,6.02,6.3,7.2,6.94,6.63,6.89,6.24,6.15,6.74,6.7,6.98,6.91,6.91,6.7,6.77,6.8,6.77,7.12,7.27,6.91,6.6,6.37,6.37,6.37,3.32,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21,2.95,2.95,2.95
2.2,3.22,2.35,2.56,2.51,2.49,2.64,2.81,4.13,4.13,4.11,3.53,3.14,2.91,2.4,2.97,3.17,3.16,3.57,3.08,3.06,2.44,2.31,2.66,2.81,3.64,4.3,4.89,5.33,5.64,5.96,6.53,7.23,7.73,8.34,8.09,7.16,6.21,6.05,7.01,7.46,7.89,8.09,8.09,8.01,6.27,6.24,6.91,7.42,6.87,7.65,7.69,7.85,7.69,7.53,7.23,7.16,7.12,6.57,6.37,5.78,5.87,6.02,6.47,6.43,6.8,6.77,6.67,6.84,6.43,6.4,6.53,6.53,6.53,6.47,6.11,5.52,5.69,6.18,5.75,4.39,3.66,3.37,6.37,3.32,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21,2.95,2.95,2.95
2.54,2.7,2.75,2.95,2.9,2.78,2.95,2.67,4.13,4.13,4.11,3.53,3.14,2.91,2.4,2.97,3.17,3.16,3.57,3.08,3.06,2.44,2.31,2.55,2.55,3.27,3.85,4.42,4.84,5.09,5.5,6.05,6.63,7.34,7.89,7.85,7.34,7.27,7.49,7.01,7.05,6.57,6.57,6.91,7.57,8.42,8.91,9.09,9.33,9.28,8.55,9.28,9.62,9.28,9.42,10.5,10.2,9.57,9.42,8.6,7.2,6.6,6.24,6.6,6.3,6.3,5.72,5.01,4.77,4.6,4.51,4.55,4.46,4.74,4.79,4.77,4.48,4.24,4.35,4.05,3.17,3.05,3.37,6.37,3.32,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21,2.95,2.95,2.31
2.39,2.54,2.62,2.56,2.44,2.31,2.31,2.67,4.13,4.13,4.11,3.53,3.14,2.91,2.4,2.31,2.71,2.71,2.44,2.14,2.27,2.27,2.27,2.66,2.75,3.64,4.13,4.77,4.77,4.6,4.69,5.14,5.14,5.84,5.96,6.4,7.31,7.81,7.77,7.77,7.77,7.09,7.09,6.24,7.61,8.42,8.91,9.09,9.33,9.28,8.55,9.28,9.62,9.28,9.42,10.5,10.2,9.57,9.42,8.6,7.2,6.6,6.24,6.6,6.3,6.3,5.72,5.01,4.77,4.6,4.51,4.55,4.46,4.74,4.79,4.77,4.48,4.24,4.35,4.05,3.17,3.05,3.37,6.37,3.32,3.21,3.21,3.21,3.21,3.21,3.21,3.21,3.21,2.95,2.95,2.31
2.39,2.54,2.62,2.56,2.44,2.31,2.31,2.67,4.13,4.13,4.11,3.53,3.14,2.91,2.4,2.31,2.71,2.71,2.44,2.14,2.27,2.27,2.27,2.66,2.75,3.64,4.13,4.77,4.77,4.6,4.69,5.14,5.14,5.84,5.96,6.4,7.31,7.81,7.77,7.77,7.77,7.09,7.09,6.24,7.61,8.55,9.18,9.47,11,11.5,11.8,11.3,10.6,10.3,10.2,9,8.64,8.42,8.38,8.6,8.55,8.34,7.61,7.34,7.69,7.97,8.34,8.34,8.51,8.42,8.64,8.64,7.27,6.4,5.33,4.91,4.33,3.7,3.77,3.71,3.17,3.05,3.37,6.37,3.32,3.21,3.21,3.21,2.3,2.35,2.33,2.52,2.49,2.55,2.44,2.68
2.9,2.91,2.31,2.19,2.92,2.4,2.54,2.74,2.06,2.06,2.41,3.53,2.2,2.91,2.68,2.39,2.71,2.71,2.44,2.14,2.27,2.27,2.27,2.66,2.64,3.42,3.87,4.2,4.37,4.74,5.22,6.11,6.8,6.77,7.42,8.25,7.01,7.42,7.34,6.53,6.21,6.73,7.53,8.51,8.73,8.91,9.62,10.3,11,11,11.1,11.1,10.9,10.9,10.8,10.5,10,9.52,8.51,7.23,6.84,7.05,7.49,7.81,7.46,7.61,6.77,6.27,5.69,5.3,4.65,4.62,4.46,4.51,4.05,4.28,4.24,4.37,4.37,4.89,4.46,4.37,3.37,6.37,3.32,3.21,3.21,3.21,2.3,2.35,2.33,2.52,2.49,2.55,2.44,2.68
2.9,2.91,2.31,2.19,2.92,2.4,2.54,2.74,2.06,2.06,2.41,3.53,2.2,2.91,2.68,2.39,2.71,2.71,2.44,2.14,2.27,2.27,2.27,2.66,2.74,3.55,4.13,4.67,4.62,4.58,4.58,4.67,5.17,5.55,6.24,7.38,7.97,7.01,6.57,6.87,7.53,7.81,8.51,8.64,8.86,9.42,9.76,10,10.1,10.6,10.6,10.5,10.3,10.4,10.1,9.96,9.81,10.1,10.3,9.66,9.57,9.37,9.05,7.81,6.3,6.08,5.52,5.28,5.69,5.3,4.65,4.62,4.46,5.5,5.5,5.55,5.61,5.28,4.86,5.3,3.89,4.18,4.26,6.37,3.32,3.21,3.21,3.21,2.3,2.35,2.33,2.52,2.49,2.55,2.44,2.68
